,index_content,word,nature,content_type,index_word
12642,422,过硬,a,pos,4
12646,422,喜欢,v,pos,5
12649,422,购物,n,pos,6
12650,422,支持,v,pos,7
12652,423,烧水,n,pos,1
12653,423,时,n,pos,2
12655,423,老翁,nr,pos,3
12656,423,翁,nr,pos,4
12657,423,响,v,pos,5
12659,423,几秒,m,pos,6
12660,423,一响,m,pos,7
12662,423,声音,n,pos,8
12664,423,难听,v,pos,9
12666,424,到货,v,pos,1
12668,424,未,d,pos,2
12669,424,安装,v,pos,3
12672,424,几天,m,pos,4
12676,424,追评,v,pos,5
12686,425,东西,ns,pos,1
12687,425,收到,v,pos,2
12690,425,送货,v,pos,3
12691,425,速度,n,pos,4
12692,425,挺快,v,pos,5
12695,425,漂亮,a,pos,6
12698,425,好评,v,pos,7
12704,426,冲凉,a,pos,1
12707,426,加热,v,pos,2
12713,426,想装,v,pos,3
12714,426,多台,m,pos,4
12719,426,优惠,vn,pos,5
12723,427,没装,v,pos,1
12725,427,包装,v,pos,2
12726,427,里,f,pos,3
12727,427,掉,v,pos,4
12730,427,纽扣,n,pos,5
12731,427,电池,n,pos,6
12734,427,没事,v,pos,7
12739,428,安装,v,pos,1
12743,428,评价,n,pos,2
12747,428,美观,nz,pos,3
12749,428,送货,v,pos,4
12751,428,安装,v,pos,5
12756,428,不错,a,pos,6
12761,429,安装,v,pos,1
12762,429,师傅,nr,pos,2
12763,429,服务,vn,pos,3
12767,429,很快,d,pos,4
12769,429,安完,v,pos,5
12772,429,晚上,t,pos,6
12773,429,试试,vn,pos,7
12776,430,发货,n,pos,1
12777,430,很快,d,pos,2
12781,430,装修,v,pos,3
12782,430,师傅,nr,pos,4
12784,430,当天,t,pos,5
12786,430,上门,ns,pos,6
12787,430,安装,v,pos,7
12789,430,速度,n,pos,8
12790,430,很快,d,pos,9
12792,430,服务,vn,pos,10
12798,431,品牌,n,pos,1
12800,431,价格,n,pos,2
12801,431,不错,a,pos,3
12803,431,安装,v,pos,4
12804,431,师傅,nr,pos,5
12805,431,态度,n,pos,6
12811,431,满意,v,pos,7
12815,432,不错,a,pos,1
12817,432,快递,v,pos,2
12818,432,师傅,nr,pos,3
12819,432,态度,n,pos,4
12822,432,安装,v,pos,5
12823,432,师傅,nr,pos,6
12827,432,收费,n,pos,7
12830,432,满意,v,pos,8
12832,433,遥控,vn,pos,1
12833,433,控制,v,pos,2
12834,433,温水,n,pos,3
12838,433,孩子,n,pos,4
12839,433,洗澡,v,pos,5
12842,433,不用,v,pos,6
12844,433,纠结,v,pos,7
12845,433,水温,n,pos,8
12846,433,合不,l,pos,9
12847,433,合适,a,pos,10
12849,433,不错,a,pos,11
12851,434,叔叔,n,pos,1
12859,434,说用,v,pos,2
12865,434,问,v,pos,3
12866,434,过后,t,pos,4
12869,434,追加,v,pos,5
12870,434,评论,n,pos,6
12871,435,家电,j,pos,1
12873,435,无忧,v,pos,2
12874,435,服务,vn,pos,3
12876,435,送货上门,l,pos,4
12878,435,货到付款,l,pos,5
12881,435,五星,nz,pos,6
12882,436,质量,n,pos,1
12887,436,描述,v,pos,2
12889,436,完全一致,i,pos,3
12892,436,满意,v,pos,4
12894,436,真的,d,pos,5
12896,436,喜欢,v,pos,6
12899,436,超出,v,pos,7
12900,436,期望值,n,pos,8
12902,436,发货,n,pos,9
12903,436,速度,n,pos,10
12907,436,包装,v,pos,11
12909,436,仔细,ad,pos,12
12911,436,严实,ad,pos,13
12913,436,送货,v,pos,14
12914,436,人员,n,pos,15
12915,436,服务态度,n,pos,16
12919,436,运送,v,pos,17
12920,436,速度,n,pos,18
12921,436,很快,d,pos,19
12924,436,满意,v,pos,20
12927,436,购物,n,pos,21
12931,443,安装,v,pos,1
12932,443,师傅,nr,pos,2
12933,443,点,m,pos,3
12934,443,赞,v,pos,4
12936,443,活儿,n,pos,5
12937,443,很细,a,pos,6
12939,443,实在,v,pos,7
12941,444,物流,n,pos,1
12942,444,速度,n,pos,2
12943,444,很快,d,pos,3
12945,444,送货,v,pos,4
12946,444,师傅,nr,pos,5
12947,444,态度,n,pos,6
12950,444,不错,a,pos,7
12952,444,东西,ns,pos,8
12954,444,不错,a,pos,9
12959,444,效果,n,pos,10
12961,445,速度,n,pos,1
12963,445,太,d,pos,2
12967,445,想,v,pos,3
12976,445,想,v,pos,4
12977,445,周六,t,pos,5
12978,445,下午,t,pos,6
12979,445,安装,v,pos,7
12982,445,周五,t,pos,8
12983,445,下午,t,pos,9
12985,445,装上,v,pos,10
12988,445,安装,v,pos,11
12989,445,师傅,nr,pos,12
12990,445,态度,n,pos,13
12995,445,工作到位,l,pos,14
12998,445,号,m,pos,15
12999,445,上午,t,pos,16
13001,445,点,m,pos,17
13005,445,订单,n,pos,18
13008,445,点,m,pos,19
13011,445,接到,v,pos,20
13012,445,客服,n,pos,21
13013,445,电话,n,pos,22
13018,445,接到,v,pos,23
13019,445,电话,n,pos,24
13023,445,沟通,v,pos,25
13027,445,安装,v,pos,26
13031,445,到货,v,pos,27
13038,445,商场,n,pos,28
13048,445,商场,n,pos,29
13049,445,里,f,pos,30
13052,445,星期,t,pos,31
13054,445,估计,v,pos,32
13056,445,装,v,pos,33
13063,445,效率,n,pos,34
13064,445,太,d,pos,35
13065,445,高,a,pos,36
13068,445,第一天,m,pos,37
13069,445,下单,n,pos,38
13071,445,第二天,m,pos,39
13072,445,收货,n,pos,40
13074,445,第三天,m,pos,41
13076,445,安装,v,pos,42
13077,446,外观,n,pos,1
13078,446,美观,nz,pos,2
13080,446,大方,n,pos,3
13081,446,简约,d,pos,4
13084,446,东西,ns,pos,5
13085,446,质量,n,pos,6
13092,446,值得,v,pos,7
13093,446,拥有,v,pos,8
13095,448,信赖,n,pos,1
13098,448,品牌,n,pos,2
13106,448,价格,n,pos,3
13109,448,合适,a,pos,4
13112,448,订,v,pos,5
13114,448,两台,m,pos,6
13117,448,实体,n,pos,7
13118,448,店里,n,pos,8
13120,448,产品,n,pos,9
13122,448,一模一样,l,pos,10
13125,448,价格比,n,pos,11
13126,448,实体,n,pos,12
13127,448,店里,n,pos,13
13129,448,便宜,a,pos,14
13130,448,好多,m,pos,15
13133,448,满意,v,pos,16
13134,448,购物,n,pos,17
13136,448,推荐,v,pos,18
13137,448,朋友,n,pos,19
13140,449,东西,ns,pos,1
13144,449,安装,v,pos,2
13145,449,人员,n,pos,3
13149,449,不错,a,pos,4
13152,449,满意,v,pos,5
13155,449,网购,n,pos,6
13159,450,帮,v,pos,1
13164,450,功率,n,pos,2
13169,450,还好,v,pos,3
13172,450,农村,n,pos,4
13174,450,送货上门,l,pos,5
13175,450,安装,v,pos,6
13177,450,好评,v,pos,7
13179,451,不错,a,pos,1
13181,451,信赖,n,pos,2
13183,451,品牌,n,pos,3
13185,451,一如既往,i,pos,4
13188,452,安装,v,pos,1
13189,452,师傅,nr,pos,2
13192,452,力,n,pos,3
13195,452,有效率,n,pos,4
13200,452,喜欢,v,pos,5
13202,452,款,m,pos,6
13203,453,样式,n,pos,1
13204,453,不错,a,pos,2
13206,453,安装,v,pos,3
13208,453,力,n,pos,4
13210,453,品牌,n,pos,5
13211,453,值得,v,pos,6
13212,453,信赖,n,pos,7
13215,453,后期,t,pos,8
13218,453,做,v,pos,9
13221,453,评价,n,pos,10
13224,454,满意,v,pos,1
13226,454,物美价廉,l,pos,2
13228,454,水量,n,pos,3
13231,454,送货,v,pos,4
13232,454,速度,n,pos,5
13233,454,超快,v,pos,6
13237,455,颜值,n,pos,1
13238,455,不错,a,pos,2
13241,455,遥控器,n,pos,3
13244,455,为啥,r,pos,4
13249,455,纠结,v,pos,5
13252,456,东西,ns,pos,1
13254,456,东西,ns,pos,2
13256,456,东西,ns,pos,3
13258,456,东西,ns,pos,4
13260,456,东西,ns,pos,5
13262,456,东西,ns,pos,6
13264,456,东西,ns,pos,7
13266,456,东西,ns,pos,8
13268,457,外观,n,pos,1
13269,457,漂亮,a,pos,2
13272,457,品牌,n,pos,3
13276,457,放心,v,pos,4
13278,457,值得,v,pos,5
13279,457,信赖,n,pos,6
13281,458,挺好用,a,pos,1
13284,458,安装,v,pos,2
13285,458,师傅,nr,pos,3
13286,458,安装,v,pos,4
13287,458,仔细,ad,pos,5
13289,458,价格合理,n,pos,6
13290,459,送货,v,pos,1
13292,459,安装,v,pos,2
13293,459,服务,vn,pos,3
13296,459,满意,v,pos,4
13298,459,天,q,pos,5
13299,459,冷,a,pos,6
13302,459,孩子,n,pos,7
13304,459,洗,v,pos,8
13306,459,热水澡,n,pos,9
13309,460,很好,a,pos,1
13312,460,价格便宜,n,pos,2
13314,460,质量,n,pos,3
13318,460,真好,a,pos,4
13321,461,爸妈,n,pos,1
13322,461,换,v,pos,2
13324,461,新,a,pos,3
13328,461,不错,a,pos,4
13330,461,水热,n,pos,5
13332,461,很快,d,pos,6
13334,461,安装,v,pos,7
13335,461,师傅,nr,pos,8
13339,461,力,n,pos,9
13343,462,不错,a,pos,1
13345,462,安装费,n,pos,2
13346,462,花,v,pos,3
13348,462,块钱,n,pos,4
13351,462,品牌,n,pos,5
13352,462,值得,v,pos,6
13353,462,信赖,n,pos,7
13355,463,发货,n,pos,1
13356,463,很快,d,pos,2
13359,463,过程,n,pos,3
13360,463,中,f,pos,4
13361,463,暂时,d,pos,5
13365,464,昨天,t,pos,1
13366,464,送货到,l,pos,2
13367,464,家,m,pos,3
13369,464,四楼,ns,pos,4
13371,464,箱子,n,pos,5
13372,464,感觉,n,pos,6
13374,464,陈旧,nr,pos,7
13376,464,放,v,pos,8
13378,464,好久,m,pos,9
13380,464,样子,n,pos,10
13386,464,想,v,pos,11
13388,464,快递,v,pos,12
13389,464,小哥,n,pos,13
13390,464,走,v,pos,14
13394,464,想想,v,pos,15
13395,464,总,b,pos,16
13397,464,滋味,n,pos,17
13399,464,打开,v,pos,18
13403,464,发现,v,pos,19
13404,464,泡沫,n,pos,20
13405,464,碎,a,pos,21
13406,464,掉,v,pos,22
13409,464,还好,v,pos,23
13410,464,机器,n,pos,24
13412,464,损伤,v,pos,25
13415,464,安装,v,pos,26
13423,465,刚刚,d,pos,1
13424,465,收到,v,pos,2
13426,465,要过,c,pos,3
13427,465,几天,m,pos,4
13429,465,安转,v,pos,5
13431,465,希望,v,pos,6
13437,466,太,d,pos,1
13440,466,尺寸,n,pos,2
13442,466,合适,a,pos,3
13448,466,给退,v,pos,4
13455,466,退,v,pos,5
13456,466,件,q,pos,6
13458,466,人员,n,pos,7
13459,466,上门,ns,pos,8
13460,466,取,v,pos,9
13462,466,件,q,pos,10
13464,466,服务,vn,pos,11
13466,466,超好,v,pos,12
13469,466,新,a,pos,13
13474,466,前前后后,i,pos,14
13475,466,跑,v,pos,15
13477,466,好几趟,m,pos,16
13479,466,楼,n,pos,17
13480,466,上上下下,l,pos,18
13483,466,怨言,n,pos,19
13487,466,狂点,n,pos,20
13488,466,赞,v,pos,21
13492,467,产品,n,pos,1
13494,467,收到,v,pos,2
13496,467,安装,v,pos,3
13497,467,服务,vn,pos,4
13498,467,人员,n,pos,5
13500,467,热情,n,pos,6
13502,468,父母,n,pos,1
13505,468,这款,r,pos,2
13509,468,不错,a,pos,3
13512,468,新家,n,pos,4
13518,468,好评,v,pos,5
13519,469,品质,n,pos,1
13520,469,太,d,pos,2
13522,469,安装,v,pos,3
13523,469,服务,vn,pos,4
13525,469,到位,v,pos,5
13527,469,赞,v,pos,6
13528,470,物流配送,n,pos,1
13531,470,力,n,pos,2
13533,470,安装,v,pos,3
13534,470,师傅,nr,pos,4
13535,470,服务态度,n,pos,5
13538,470,下次,t,pos,6
13544,470,回来,v,pos,7
13545,471,质量,n,pos,1
13546,471,不错,a,pos,2
13548,471,价格,n,pos,3
13549,471,合适,a,pos,4
13550,471,性价比,n,pos,5
13551,471,高,a,pos,6
13553,471,太棒了,nr,pos,7
13554,472,加热,v,pos,1
13556,472,慢,a,pos,2
13558,472,冬天,t,pos,3
13559,472,不好,d,pos,4
13560,472,放水,v,pos,5
13562,472,买来,v,pos,6
13563,472,一个多月,m,pos,7
13566,472,没用,v,pos,8
13567,472,几次,m,pos,9
13570,473,信赖,n,pos,1
13572,473,信赖,n,pos,2
13574,473,一如既往,i,pos,3
13575,473,地好,n,pos,4
13577,474,安装,v,pos,1
13581,474,快递,v,pos,2
13582,474,小哥,n,pos,3
13584,474,安装,v,pos,4
13585,474,师傅,nr,pos,5
13586,474,服务态度,n,pos,6
13592,474,满意,v,pos,7
13595,475,不错,a,pos,1
13597,475,价格,n,pos,2
13599,475,保护,v,pos,3
13602,475,贴心,v,pos,4
13605,475,品牌,n,pos,5
13607,475,值得,v,pos,6
13608,475,信奈,nr,pos,7
13611,476,中,f,pos,1
13613,476,感觉,n,pos,2
13616,476,谢谢,nr,pos,3
13617,476,谢谢,nr,pos,4
13618,476,谢谢,nr,pos,5
13619,476,谢谢,nr,pos,6
13620,477,购物,n,pos,1
13624,477,快捷,a,pos,2
13627,477,服务,vn,pos,3
13630,478,活动,vn,pos,1
13631,478,期间,f,pos,2
13632,478,购买,v,pos,3
13636,478,不错,a,pos,4
13638,478,物流,n,pos,5
13644,478,专业,n,pos,6
13645,478,安装,v,pos,7
13646,478,人员,n,pos,8
13648,478,服务,vn,pos,9
13652,478,不错,a,pos,10
13656,478,产品质量,n,pos,11
13662,478,差距,n,pos,12
13664,478,服务,vn,pos,13
13669,479,没装,v,pos,1
13671,479,送货,v,pos,2
13672,479,很快,d,pos,3
13674,479,快递,v,pos,4
13675,479,员,zg,pos,5
13676,479,辛苦,a,pos,6
13678,480,经济,n,pos,1
13679,480,实惠,vn,pos,2
13683,480,放心,v,pos,3
13685,480,安装,v,pos,4
13686,480,师傅,nr,pos,5
13688,480,细心,n,pos,6
13690,480,赞赞,v,pos,7
13691,480,赞,v,pos,8
13697,481,一段时间,l,pos,1
13700,481,省事,n,pos,2
13704,481,订单,n,pos,3
13706,481,安装,v,pos,4
13708,481,一路,m,pos,5
13709,481,顺畅,a,pos,6
13711,482,价格,n,pos,1
13714,482,便宜,a,pos,2
13716,482,希望,v,pos,3
13717,482,能用,n,pos,4
13718,482,得住,v,pos,5
13720,483,服务,vn,pos,1
13724,483,发货,n,pos,2
13727,483,安装,v,pos,3
13728,483,效率,n,pos,4
13734,483,满意,v,pos,5
13736,483,好评,v,pos,6
13738,484,物流,n,pos,1
13740,484,服务,vn,pos,2
13745,484,值得,v,pos,3
13746,484,信赖,n,pos,4
13749,484,品牌,n,pos,5
13750,484,值得,v,pos,6
13751,484,信赖,n,pos,7
13752,485,家里,s,pos,1
13756,485,值得,v,pos,2
13757,485,信赖,n,pos,3
13760,486,几天,m,pos,1
13763,486,没装,v,pos,2
13766,486,品牌,n,pos,3
13768,487,商品,n,pos,1
13769,487,超好,v,pos,2
13771,487,安装,v,pos,3
13772,487,师傅,nr,pos,4
13773,487,服务态度,n,pos,5
13776,488,快递,v,pos,1
13777,488,很快,d,pos,2
13780,488,爸妈,n,pos,3
13786,488,喜欢,v,pos,4
13794,489,品牌,n,pos,1
13795,489,值得,v,pos,2
13796,489,信赖,n,pos,3
13798,489,物流,n,pos,4
13800,489,服务,vn,pos,5
13805,489,家电,j,pos,6
13808,489,正品,n,pos,7
13809,490,自营,vn,pos,1
13810,490,店,n,pos,2
13813,490,新款,n,pos,3
13814,490,包,v,pos,4
13815,490,安装,v,pos,5
13816,490,超赞,v,pos,6
13819,491,物流,n,pos,1
13823,491,价格,n,pos,2
13825,491,实惠,vn,pos,3
13829,491,购买,v,pos,4
13831,491,支持,v,pos,5
13835,492,预想,v,pos,1
13840,492,送货,v,pos,2
13841,492,师傅,nr,pos,3
13842,492,帮,v,pos,4
13844,492,送到,v,pos,5
13845,492,家,q,pos,6
13846,492,辛苦,a,pos,7
13849,492,安装,v,pos,8
13850,492,师傅,nr,pos,9
13853,492,用心,n,pos,10
13855,492,安装,v,pos,11
13858,492,帮,v,pos,12
13860,492,试,v,pos,13
13862,492,水温,n,pos,14
13864,492,妥当,a,pos,15
13865,492,后才,t,pos,16
13866,492,离开,v,pos,17
13869,492,白菜价,n,pos,18
13870,492,买到,v,pos,19
13872,492,品牌,n,pos,20
13874,492,实在,v,pos,21
13875,492,物超所值,i,pos,22
13879,492,一系列,m,pos,23
13881,492,服务,vn,pos,24
13882,492,点,m,pos,25
13884,492,大大的,nz,pos,26
13885,492,赞,v,pos,27
13891,493,安装,v,pos,1
13892,493,人员,n,pos,2
13894,493,水管,n,pos,3
13895,493,接反,v,pos,4
13900,493,搞定,v,pos,5
13902,494,不错,a,pos,1
13904,494,满意,v,pos,2
13905,494,满意,v,pos,3
13907,494,满意,v,pos,4
13908,494,性价比,n,pos,5
13909,494,高,a,pos,6
13914,494,材料,n,pos,7
13916,494,安装,v,pos,8
13919,495,不错,a,pos,1
13922,495,品牌,n,pos,2
13929,495,气,n,pos,3
13934,495,收到,v,pos,4
13935,495,货,n,pos,5
13937,495,刚刚,d,pos,6
13941,495,价格,n,pos,7
13943,495,便宜,a,pos,8
13944,495,百多,m,pos,9
13956,495,装上去,v,pos,10
13959,495,忘记,v,pos,11
13960,495,退货,v,pos,12
13966,496,外观,n,pos,1
13970,496,送货,v,pos,2
13974,496,安装,v,pos,3
13975,496,师傅,nr,pos,4
13978,496,专业,n,pos,5
13980,497,操作,v,pos,1
13981,497,简单,a,pos,2
13985,497,热水,n,pos,3
13986,497,速度,n,pos,4
13990,498,不错,a,pos,1
13992,498,物流,n,pos,2
13993,498,超快,v,pos,3
13995,498,配送,v,pos,4
13997,498,家,q,pos,5
14000,498,安装,v,pos,6
14004,498,棒棒,n,pos,7
14005,498,哒,zg,pos,8
14009,499,想,v,pos,1
14015,499,好评,v,pos,2
14020,500,售后服务,l,pos,1
14024,500,安装,v,pos,2
14025,500,师傅,nr,pos,3
14030,500,送货,v,pos,4
14031,500,师傅,nr,pos,5
14034,500,负责,v,pos,6
14037,501,朋友,n,pos,1
14043,501,东西,ns,pos,2
14044,501,好不好,l,pos,3
14046,502,师傅,nr,pos,1
14047,502,态度,n,pos,2
14051,502,安装,v,pos,3
14053,502,到位,v,pos,4
14055,502,解释,v,pos,5
14058,502,详细,ad,pos,6
14060,502,果断,d,pos,7
14061,502,五星,nz,pos,8
14062,503,安装,v,pos,1
14063,503,师傅,nr,pos,2
14065,503,不错,a,pos,3
14067,503,好评,v,pos,4
14072,503,价格公道,n,pos,5
14076,503,安装,v,pos,6
14077,503,师傅,nr,pos,7
14079,503,不错,a,pos,8
14081,503,好评,v,pos,9
14086,503,价格公道,n,pos,10
14090,503,安装,v,pos,11
14091,503,师傅,nr,pos,12
14093,503,不错,a,pos,13
14095,503,好评,v,pos,14
14100,503,价格公道,n,pos,15
14104,504,购物,n,pos,1
14107,504,物美价廉,l,pos,2
14108,504,品质,n,pos,3
14109,504,优,n,pos,4
14110,505,产品,n,pos,1
14112,505,安装,v,pos,2
14114,505,师傅,nr,pos,3
14116,505,不错,a,pos,4
14118,505,好评,v,pos,5
14123,506,产品,n,pos,1
14124,506,不错,a,pos,2
14128,507,安装,v,pos,1
14130,507,赞,v,pos,2
14132,507,值得,v,pos,3
14133,507,信赖,n,pos,4
14134,508,东西,ns,pos,1
14135,508,不错,a,pos,2
14137,508,值得,v,pos,3
14138,508,信赖,n,pos,4
14140,508,快递,v,pos,5
14141,508,隔天,nz,pos,6
14148,508,力,n,pos,7
14150,508,赞,v,pos,8
14151,509,第二次,m,pos,1
14152,509,购买,v,pos,2
14156,509,东西,ns,pos,3
14157,509,放心,v,pos,4
14159,509,售后服务,l,pos,5
14160,509,超给,v,pos,6
14161,509,力,n,pos,7
14163,510,发货,n,pos,1
14164,510,很快,d,pos,2
14166,510,包装,v,pos,3
14167,510,玩,v,pos,4
14170,510,赞,v,pos,5
14171,511,送到,v,pos,1
14172,511,很快,d,pos,2
14175,511,安装,v,pos,3
14178,511,不错,a,pos,4
14179,511,性价比,n,pos,5
14180,511,高,a,pos,6
14187,512,没用,v,pos,1
14189,512,看着,v,pos,2
14191,512,行,zg,pos,3
14194,513,不错,a,pos,1
14198,513,一段时间,l,pos,2
14201,513,评价,n,pos,3
14204,513,配件,n,pos,4
14206,513,贵,a,pos,5
14209,514,热,n,pos,1
14210,514,洗澡,v,pos,2
14211,514,够,v,pos,3
14214,514,电,n,pos,4
14216,514,棒,zg,pos,5
14219,514,值得,v,pos,6
14220,514,购买,v,pos,7
14223,515,不错,a,pos,1
14227,515,花洒,nr,pos,2
14228,515,太小,n,pos,3
14232,515,水压,n,pos,4
14234,515,高,a,pos,5
14236,515,水太,nr,pos,6
14237,515,密集,n,pos,7
14238,516,帮,v,pos,1
14239,516,朋友,n,pos,2
14243,516,当天,t,pos,3
14244,516,付款,v,pos,4
14245,516,第二天,m,pos,5
14247,516,送货,v,pos,6
14248,516,安装,v,pos,7
14256,517,没用,v,pos,1
14257,517,过段时间,n,pos,2
14258,517,追评,v,pos,3
14259,518,不错,a,pos,1
14264,518,两天,m,pos,2
14266,518,降价,n,pos,3
14268,519,售后服务,l,pos,1
14271,519,安装,v,pos,2
14272,519,技术,n,pos,3
14275,519,服务态度,n,pos,4
14279,519,满意,v,pos,5
14281,520,品牌,n,pos,1
14283,520,信得过,v,pos,2
14285,520,质量,n,pos,3
14290,520,热水,n,pos,4
14291,520,充足,a,pos,5
14293,520,容量,n,pos,6
14296,521,品牌,n,pos,1
14303,522,热,a,pos,1
14305,522,很快,d,pos,2
14307,522,外观,n,pos,3
14309,522,漂亮,a,pos,4
14311,522,省,n,pos,5
14312,522,时,ng,pos,6
14316,522,爱,v,pos,7
14318,523,收到,v,pos,1
14320,523,质量,n,pos,2
14322,523,外观,n,pos,3
14323,523,漂亮,a,pos,4
14324,523,大气,n,pos,5
14325,524,东西,ns,pos,1
14326,524,收到,v,pos,2
14328,524,物流,n,pos,3
14329,524,很快,d,pos,4
14332,524,价位,n,pos,5
14334,524,东西,ns,pos,6
14338,525,东西,ns,pos,1
14342,525,值得,v,pos,2
14343,525,购买,v,pos,3
14345,525,容量,n,pos,4
14348,525,出水量,n,pos,5
14353,526,不错,a,pos,1
14354,526,样子,n,pos,2
14356,526,好看,v,pos,3
14357,526,不错,a,pos,4
14358,526,样子,n,pos,5
14360,526,好看,v,pos,6
14362,527,满意,v,pos,1
14367,527,一个月,m,pos,2
14370,527,评论,n,pos,3
14372,527,安装,v,pos,4
14373,527,师,ng,pos,5
14380,528,商城,ns,pos,1
14381,528,网,n,pos,2
14382,528,购物,n,pos,3
14383,528,流,n,pos,4
14384,528,安装,v,pos,5
14385,528,天,q,pos,6
14387,528,搞定,v,pos,7
14389,529,服务,vn,pos,1
14390,529,太度,n,pos,2
14394,529,主机,b,pos,3
14396,529,装,v,pos,4
14401,529,一段时间,l,pos,5
14402,529,先知,n,pos,6
14403,529,质量,n,pos,7
14405,529,主机,b,pos,8
14406,529,外观,n,pos,9
14410,529,安装,v,pos,10
14411,529,师傅,nr,pos,11
14412,529,专业性,n,pos,12
14414,529,服务性,n,pos,13
14416,529,提高,v,pos,14
14417,529,点,m,pos,15
14425,530,升,v,pos,1
14429,530,预留,v,pos,2
14431,530,位置,v,pos,3
14438,530,换,nz,pos,4
14440,530,服务,vn,pos,5
14446,530,拍,v,pos,6
14449,530,师傅,nr,pos,7
14450,530,很快,d,pos,8
14451,530,上门,ns,pos,9
14452,530,装,v,pos,10
14456,531,满意,v,pos,1
14459,531,购物,n,pos,2
14461,531,安装,v,pos,3
14462,531,人员,n,pos,4
14466,531,力,n,pos,5
14468,531,五分,m,pos,6
14473,532,省,n,pos,1
14476,532,家电,j,pos,2
14479,533,棒,zg,pos,1
14481,533,服务,vn,pos,2
14483,533,贴心,v,pos,3
14485,533,安装,v,pos,4
14488,533,顺利,ad,pos,5
14490,533,支持,v,pos,6
14491,534,东西,ns,pos,1
14492,534,买回来,l,pos,2
14498,534,咋么,r,pos,3
14504,535,收到,v,pos,1
14508,535,装好,v,pos,2
14512,535,评,v,pos,3
14513,536,安装,v,pos,1
14514,536,师傅,nr,pos,2
14515,536,安装,v,pos,3
14518,536,到位,v,pos,4
14521,537,装上,v,pos,1
14524,537,很好,d,pos,2
14528,537,冬天,t,pos,3
14530,537,热水,n,pos,4
14534,538,儿子,n,pos,1
14535,538,宿舍,n,pos,2
14536,538,里用,n,pos,3
14542,538,效果,n,pos,4
14545,538,值得,v,pos,5
14546,538,信赖,n,pos,6
14551,539,一款,m,pos,1
14552,539,产品,n,pos,2
14554,539,价格,n,pos,3
14555,539,实惠,vn,pos,4
14558,539,品牌,n,pos,5
14560,539,毛病,n,pos,6
14562,540,质量,n,pos,1
14567,540,卖家,n,pos,2
14568,540,描述,v,pos,3
14570,540,完全一致,i,pos,4
14573,540,满意,v,pos,5
14575,540,真的,d,pos,6
14577,540,喜欢,v,pos,7
14580,540,超出,v,pos,8
14581,540,期望值,n,pos,9
14583,540,发货,n,pos,10
14584,540,速度,n,pos,11
14588,540,包装,v,pos,12
14590,540,仔细,ad,pos,13
14592,540,严实,ad,pos,14
14594,540,物流,n,pos,15
14595,540,公司,n,pos,16
14596,540,服务态度,n,pos,17
14600,540,运送,v,pos,18
14601,540,速度,n,pos,19
14602,540,很快,d,pos,20
14605,540,满意,v,pos,21
14608,540,购物,n,pos,22
14609,541,墙上,s,pos,1
14612,541,挂勾,nz,pos,2
14614,541,升,zg,pos,3
14616,541,够用,v,pos,4
14620,542,送货,v,pos,1
14621,542,速度,n,pos,2
14622,542,很快,d,pos,3
14627,542,安装,v,pos,4
14628,542,师傅,nr,pos,5
14629,542,服务态度,n,pos,6
14633,543,数字,n,pos,1
14634,543,显示,v,pos,2
14635,543,配合,v,pos,3
14636,543,遥控,vn,pos,4
14639,543,实用,v,pos,5
14640,544,实惠,vn,pos,1
14641,544,性价比,n,pos,2
14643,544,高,a,pos,3
14646,545,这么久,r,pos,1
14648,545,评价,n,pos,2
14650,545,加热,v,pos,3
14656,545,五星,nz,pos,4
14661,546,安装,v,pos,1
14662,546,师傅,nr,pos,2
14663,546,认真负责,n,pos,3
14665,546,安装,v,pos,4
14666,546,整洁,a,pos,5
14668,547,原坏,v,pos,1
14671,547,正好,a,pos,2
14672,547,换,v,pos,3
14676,547,装上去,v,pos,4
14677,547,尺寸,n,pos,5
14678,547,正好,a,pos,6
14682,547,美观,nz,pos,7
14688,547,老款,n,pos,8
14691,548,安装,v,pos,1
14692,548,师傅,nr,pos,2
14694,548,负责,v,pos,3
14696,548,装,v,pos,4
14703,548,赞,v,pos,5
14706,549,送货,v,pos,1
14707,549,物流,n,pos,2
14709,549,速度,n,pos,3
14710,549,很快,d,pos,4
14712,549,安装,v,pos,5
14713,549,师傅,nr,pos,6
14717,549,力,n,pos,7
14720,550,昨天,t,pos,1
14722,550,安装,v,pos,2
14725,550,升温,v,pos,3
14726,550,很快,d,pos,4
14729,550,遥控器,n,pos,5
14731,550,电池,n,pos,6
14733,551,力给力,n,pos,1
14735,551,力给力,n,pos,2
14737,551,力,n,pos,3
14739,552,没装,v,pos,1
14741,552,昨天,t,pos,2
14745,552,到货,v,pos,3
14748,552,速度,n,pos,4
14751,553,天气,n,pos,1
14752,553,越来越,d,pos,2
14753,553,凉,v,pos,3
14758,553,温暖,an,pos,4
14760,553,度过,v,pos,5
14761,553,冬天,t,pos,6
14762,553,特意,d,pos,7
14764,553,家里,s,pos,8
14765,553,备,v,pos,9
14768,553,电,n,pos,10
14770,553,收货,n,pos,11
14771,553,惊喜,a,pos,12
14774,553,物美价廉,l,pos,13
14776,553,不错,a,pos,14
14777,553,不错,a,pos,15
14781,553,购物,n,pos,16
14783,553,选,v,pos,17
14786,553,棒棒,n,pos,18
14789,554,非常适合,i,pos,1
14792,554,性格,n,pos,2
14797,555,挺好用,a,pos,1
