,index_content,word,nature,content_type,index_word,weight,amend_weight,ml_type
4272,341,满意,v,pos,1,1.0,1.0,pos
4273,341,特别,d,pos,2,0.0,0.0,pos
4274,341,安装,v,pos,3,0.0,0.0,pos
4275,341,师傅,nr,pos,4,0.0,0.0,pos
4276,341,安装,v,pos,5,0.0,0.0,pos
4277,341,顺便,ad,pos,6,0.0,0.0,pos
4278,341,卫生,an,pos,7,0.0,0.0,pos
4279,341,打扫,v,pos,8,0.0,0.0,pos
4280,341,教,v,pos,9,0.0,0.0,pos
4281,341,售后服务,l,pos,10,0.0,0.0,pos
4282,341,做,v,pos,11,0.0,0.0,pos
4283,341,挺好,a,pos,12,0.0,0.0,pos
4284,341,分,v,pos,13,0.0,0.0,pos
4285,342,物流,n,pos,1,0.0,0.0,pos
4286,342,很快,d,pos,2,1.0,1.0,pos
4287,342,上午,t,pos,3,0.0,0.0,pos
4288,342,下单,n,pos,4,0.0,0.0,pos
4289,342,下午,t,pos,5,0.0,0.0,pos
4290,342,送货,v,pos,6,0.0,0.0,pos
4291,342,到货,v,pos,7,0.0,0.0,pos
4292,342,安装,v,pos,8,0.0,0.0,pos
4293,342,安装,v,pos,9,0.0,0.0,pos
4294,342,师傅,nr,pos,10,0.0,0.0,pos
4295,342,力,n,pos,11,0.0,0.0,pos
4296,342,服务态度,n,pos,12,0.0,0.0,pos
4297,342,真的,d,pos,13,0.0,0.0,pos
4298,342,赞,v,pos,14,1.0,1.0,pos
4299,342,插,v,pos,15,0.0,0.0,pos
4300,342,电,n,pos,16,0.0,0.0,pos
4301,343,回家,n,pos,1,0.0,0.0,pos
4302,343,爸妈,n,pos,2,0.0,0.0,pos
4303,343,实物,n,pos,3,0.0,0.0,pos
4304,343,老爸,n,pos,4,0.0,0.0,pos
4305,343,挺好用,a,pos,5,0.0,0.0,pos
4306,343,发货,n,pos,6,0.0,0.0,pos
4307,343,很快,d,pos,7,1.0,1.0,pos
4308,344,漂亮,a,pos,1,0.0,0.0,
4309,344,不算,v,pos,2,0.0,0.0,
4310,344,很大,a,pos,3,0.0,0.0,
4311,344,占,v,pos,4,0.0,0.0,
4312,344,空间,n,pos,5,0.0,0.0,
4313,344,出水量,n,pos,6,0.0,0.0,
4314,344,装,v,pos,7,0.0,0.0,
4315,344,太阳能,n,pos,8,0.0,0.0,
4316,344,冬天,t,pos,9,0.0,0.0,
4317,344,太阳,ns,pos,10,0.0,0.0,
4318,344,热水,n,pos,11,0.0,0.0,
4319,344,少,a,pos,12,0.0,0.0,
4320,344,再也,d,pos,13,0.0,0.0,
4321,344,热水,n,pos,14,0.0,0.0,
4322,345,不错,a,pos,1,0.0,0.0,
4323,345,送货,v,pos,2,0.0,0.0,
4324,345,安装,v,pos,3,0.0,0.0,
4325,345,师傅,nr,pos,4,0.0,0.0,
4326,345,敬业,n,pos,5,0.0,0.0,
4327,346,送货,v,pos,1,0.0,0.0,pos
4328,346,速度,n,pos,2,0.0,0.0,pos
4329,346,很快,d,pos,3,1.0,1.0,pos
4330,346,第二天,m,pos,4,0.0,0.0,pos
4331,346,到货,v,pos,5,0.0,0.0,pos
4332,346,预约,v,pos,6,0.0,0.0,pos
4333,346,安装,v,pos,7,0.0,0.0,pos
4334,346,师傅,nr,pos,8,0.0,0.0,pos
4335,346,第二天,m,pos,9,0.0,0.0,pos
4336,346,师傅,nr,pos,10,0.0,0.0,pos
4337,346,提前,v,pos,11,0.0,0.0,pos
4338,346,电话,n,pos,12,0.0,0.0,pos
4339,346,预约,v,pos,13,0.0,0.0,pos
4340,346,时间,n,pos,14,0.0,0.0,pos
4341,346,师傅,nr,pos,15,0.0,0.0,pos
4342,346,服务态度,n,pos,16,0.0,0.0,pos
4343,346,安装,v,pos,17,0.0,0.0,pos
4344,346,专业,n,pos,18,0.0,0.0,pos
4345,346,进门,v,pos,19,0.0,0.0,pos
4346,346,鞋套,n,pos,20,0.0,0.0,pos
4347,346,工具箱,n,pos,21,0.0,0.0,pos
4348,346,垫,v,pos,22,0.0,0.0,pos
4349,346,东西,ns,pos,23,0.0,0.0,pos
4350,346,安装,v,pos,24,0.0,0.0,pos
4351,346,结束,v,pos,25,0.0,0.0,pos
4352,346,告诉,v,pos,26,0.0,0.0,pos
4353,346,耐心,a,pos,27,0.0,0.0,pos
4354,346,热情,n,pos,28,0.0,0.0,pos
4355,346,箱子,n,pos,29,0.0,0.0,pos
4356,346,收拾,v,pos,30,0.0,0.0,pos
4357,346,售后,n,pos,31,0.0,0.0,pos
4358,346,安装,v,pos,32,0.0,0.0,pos
4359,346,师傅,nr,pos,33,0.0,0.0,pos
4360,346,满意,v,pos,34,1.0,1.0,pos
4361,346,值得,v,pos,35,1.0,1.0,pos
4362,346,信赖,n,pos,36,1.0,1.0,pos
4363,347,产品,n,pos,1,0.0,0.0,
4364,347,螺丝,n,pos,2,0.0,0.0,
4365,347,烂,v,pos,3,0.0,0.0,
4366,347,有没有,v,pos,4,0.0,0.0,
4367,347,出品,n,pos,5,0.0,0.0,
4368,347,遥控,vn,pos,6,0.0,0.0,
4369,347,不行,v,pos,7,0.0,0.0,
4370,348,满意,v,pos,1,1.0,1.0,pos
4371,348,购物,n,pos,2,0.0,0.0,pos
4372,348,家里人,nrt,pos,3,0.0,0.0,pos
4373,348,喜欢,v,pos,4,1.0,1.0,pos
4374,348,送,v,pos,5,0.0,0.0,pos
4375,348,喷头,v,pos,6,0.0,0.0,pos
4376,348,水压,n,pos,7,0.0,0.0,pos
4377,348,冲洗,vn,pos,8,0.0,0.0,pos
4378,348,爽快,a,pos,9,0.0,0.0,pos
4379,348,安装,v,pos,10,0.0,0.0,pos
4380,348,费用,n,pos,11,0.0,0.0,pos
4381,348,块钱,n,pos,12,0.0,0.0,pos
4382,349,三个,m,pos,1,0.0,0.0,
4383,349,房间,n,pos,2,0.0,0.0,
4384,349,住人,n,pos,3,0.0,0.0,
4385,349,买升,v,pos,4,0.0,0.0,
4386,349,多块,m,pos,5,0.0,0.0,
4387,349,看清,v,pos,6,0.0,0.0,
4388,350,安装,v,pos,1,0.0,0.0,neg
4389,350,师傅,nr,pos,2,0.0,0.0,neg
4390,350,收,v,pos,3,0.0,0.0,neg
4391,350,管子,n,pos,4,0.0,0.0,neg
4392,350,钱,n,pos,5,0.0,0.0,neg
4393,350,钱,n,pos,6,0.0,0.0,neg
4394,350,总体,n,pos,7,0.0,0.0,neg
4395,350,高,a,pos,8,-1.0,-1.0,neg
4396,350,后续,v,pos,9,0.0,0.0,neg
4397,350,观察,v,pos,10,0.0,0.0,neg
4398,351,安装,v,pos,1,0.0,0.0,pos
4399,351,成功,a,pos,2,0.0,0.0,pos
4400,351,还好,v,pos,3,1.0,1.0,pos
4401,351,客服,n,pos,4,0.0,0.0,pos
4402,351,不错,a,pos,5,0.0,0.0,pos
4403,351,寄来,v,pos,6,0.0,0.0,pos
4404,351,遥控器,n,pos,7,0.0,0.0,pos
4405,351,电池,n,pos,8,0.0,0.0,pos
4406,351,电,n,pos,9,0.0,0.0,pos
4407,351,客服,n,pos,10,0.0,0.0,pos
4408,351,补发,v,pos,11,0.0,0.0,pos
4409,351,一块儿,d,pos,12,0.0,0.0,pos
4410,351,赞,v,pos,13,1.0,1.0,pos
4411,352,售后,n,pos,1,0.0,0.0,
4412,352,预约,v,pos,2,0.0,0.0,
4413,352,安装,v,pos,3,0.0,0.0,
4414,352,提醒,v,pos,4,0.0,0.0,
4415,352,安装,v,pos,5,0.0,0.0,
4416,352,售后,n,pos,6,0.0,0.0,
4417,352,电话,n,pos,7,0.0,0.0,
4418,352,冬天,t,pos,8,0.0,0.0,
4419,352,父母,n,pos,9,0.0,0.0,
4420,352,棒,zg,pos,10,0.0,0.0,
4421,353,收到,v,pos,1,0.0,0.0,
4422,353,宝贝,nr,pos,2,0.0,0.0,
4423,353,真心,d,pos,3,0.0,0.0,
4424,353,不错,a,pos,4,0.0,0.0,
4425,353,安装,v,pos,5,0.0,0.0,
4426,353,人员,n,pos,6,0.0,0.0,
4427,353,特别,d,pos,7,0.0,0.0,
4428,353,服务,vn,pos,8,0.0,0.0,
4429,353,到位,v,pos,9,0.0,0.0,
4430,353,当天,t,pos,10,0.0,0.0,
4431,353,下午,t,pos,11,0.0,0.0,
4432,353,热水,n,pos,12,0.0,0.0,
4433,354,不错,a,pos,1,0.0,0.0,
4434,354,遥控,vn,pos,2,0.0,0.0,
4435,354,安装,v,pos,3,0.0,0.0,
4436,354,不用,v,pos,4,0.0,0.0,
4437,354,请,v,pos,5,0.0,0.0,
4438,354,省去,v,pos,6,0.0,0.0,
4439,354,材料费,n,pos,7,0.0,0.0,
4440,354,防电墙,n,pos,8,0.0,0.0,
4441,354,灯,n,pos,9,0.0,0.0,
4442,354,不亮,a,pos,10,0.0,0.0,
4443,355,没用,v,pos,1,0.0,0.0,pos
4444,355,安装,v,pos,2,0.0,0.0,pos
4445,355,感觉,n,pos,3,0.0,0.0,pos
4446,355,还行,v,pos,4,1.0,1.0,pos
4447,356,服务,vn,pos,1,0.0,0.0,
4448,356,不错,a,pos,2,0.0,0.0,
4449,356,工作人员,n,pos,3,0.0,0.0,
4450,356,态度,n,pos,4,0.0,0.0,
4451,357,值得,v,pos,1,1.0,1.0,pos
4452,357,信赖,n,pos,2,1.0,1.0,pos
4453,357,送货,v,pos,3,0.0,0.0,pos
4454,357,看着,v,pos,4,0.0,0.0,pos
4455,357,质量,n,pos,5,0.0,0.0,pos
4456,357,售后服务,l,pos,6,0.0,0.0,pos
4457,357,很棒,a,pos,7,0.0,0.0,pos
4458,357,打算,v,pos,8,0.0,0.0,pos
4459,357,家电,j,pos,9,0.0,0.0,pos
4460,357,家具,n,pos,10,0.0,0.0,pos
4461,358,正好,a,pos,1,0.0,0.0,
4462,358,价格,n,pos,2,0.0,0.0,
4463,358,真的,d,pos,3,0.0,0.0,
4464,358,实惠,vn,pos,4,0.0,0.0,
4465,358,便宜,a,pos,5,0.0,0.0,
4466,358,下次,t,pos,6,0.0,0.0,
4467,358,来到,v,pos,7,0.0,0.0,
4468,358,谢谢,nr,pos,8,0.0,0.0,
4469,358,谢谢,nr,pos,9,0.0,0.0,
4470,359,材料,n,pos,1,0.0,0.0,pos
4471,359,安装,v,pos,2,0.0,0.0,pos
4472,359,管子,n,pos,3,0.0,0.0,pos
4473,359,歪,v,pos,4,0.0,0.0,pos
4474,359,没用,v,pos,5,0.0,0.0,pos
4475,359,配,v,pos,6,0.0,0.0,pos
4476,359,花,v,pos,7,0.0,0.0,pos
4477,359,洒,v,pos,8,0.0,0.0,pos
4478,359,洗澡间,n,pos,9,0.0,0.0,pos
4479,359,明天,t,pos,10,0.0,0.0,pos
4480,359,安装,v,pos,11,0.0,0.0,pos
4481,359,完美,a,pos,12,1.0,1.0,pos
4482,360,几次,m,pos,1,0.0,0.0,pos
4483,360,评价,n,pos,2,0.0,0.0,pos
4484,360,产品,n,pos,3,0.0,0.0,pos
4485,360,满意,v,pos,4,1.0,1.0,pos
4486,360,加热,v,pos,5,0.0,0.0,pos
4487,360,保温,n,pos,6,0.0,0.0,pos
4488,360,时间,n,pos,7,0.0,0.0,pos
4489,360,长,a,pos,8,0.0,0.0,pos
4490,360,售后,n,pos,9,0.0,0.0,pos
4491,360,安装,v,pos,10,0.0,0.0,pos
4492,360,服务,vn,pos,11,0.0,0.0,pos
4493,360,特别,d,pos,12,0.0,0.0,pos
4494,360,下次,t,pos,13,0.0,0.0,pos
4495,360,选择,v,pos,14,0.0,0.0,pos
4496,361,物流,n,pos,1,0.0,0.0,pos
4497,361,不用说,l,pos,2,0.0,0.0,pos
4498,361,力,n,pos,3,0.0,0.0,pos
4499,361,美得大,ns,pos,4,0.0,0.0,pos
4500,361,牌子,n,pos,5,0.0,0.0,pos
4501,361,装修,v,pos,6,0.0,0.0,pos
4502,361,师傅,nr,pos,7,0.0,0.0,pos
4503,361,来回,v,pos,8,0.0,0.0,pos
4504,361,跑,v,pos,9,0.0,0.0,pos
4505,361,趟,q,pos,10,0.0,0.0,pos
4506,361,感激,v,pos,11,0.0,0.0,pos
4507,361,师傅,nr,pos,12,0.0,0.0,pos
4508,361,赞,v,pos,13,1.0,1.0,pos
4509,362,装,v,pos,1,0.0,0.0,pos
4510,362,满意,v,pos,2,1.0,1.0,pos
4511,362,安装,v,pos,3,0.0,0.0,pos
4512,362,师傅,nr,pos,4,0.0,0.0,pos
4513,362,服务,vn,pos,5,0.0,0.0,pos
4514,362,特别,d,pos,6,0.0,0.0,pos
4515,362,满意,v,pos,7,1.0,1.0,pos
4516,362,购物,n,pos,8,0.0,0.0,pos
4517,363,我家,r,pos,1,0.0,0.0,pos
4518,363,奶奶家,n,pos,2,0.0,0.0,pos
4519,363,支持,v,pos,3,1.0,1.0,pos
4520,363,国货,n,pos,4,0.0,0.0,pos
4521,363,喜欢,v,pos,5,1.0,1.0,pos
4522,363,东西,ns,pos,6,0.0,0.0,pos
4523,365,收到,v,pos,1,0.0,0.0,pos
4524,365,安装,v,pos,2,0.0,0.0,pos
4525,365,便宜,a,pos,3,0.0,0.0,pos
4526,365,服务,vn,pos,4,0.0,0.0,pos
4527,365,满意,v,pos,5,1.0,1.0,pos
4528,366,东西,ns,pos,1,0.0,0.0,
4529,366,一如既往,i,pos,2,0.0,0.0,
4530,366,支持,v,pos,3,1.0,1.0,
4531,366,唯一,b,pos,4,0.0,0.0,
4532,366,默认,v,pos,5,0.0,0.0,
4533,366,电子,n,pos,6,0.0,0.0,
4534,366,发票,n,pos,7,0.0,0.0,
4535,366,不好,d,pos,8,-1.0,-1.0,
4536,366,产品,n,pos,9,0.0,0.0,
4537,366,纸质,n,pos,10,0.0,0.0,
4538,366,发票,n,pos,11,0.0,0.0,
4539,367,升,zg,pos,1,0.0,0.0,
4540,367,家里人,nrt,pos,2,0.0,0.0,
4541,367,洗澡,v,pos,3,0.0,0.0,
4542,367,四个,m,pos,4,0.0,0.0,
4543,367,六个,m,pos,5,0.0,0.0,
4544,367,质量,n,pos,6,0.0,0.0,
4545,367,保证,v,pos,7,0.0,0.0,
4546,367,三年,m,pos,8,0.0,0.0,
4547,367,希望,v,pos,9,0.0,0.0,
4548,367,我用,n,pos,10,0.0,0.0,
4549,367,时间,n,pos,11,0.0,0.0,
4550,367,够,v,pos,12,0.0,0.0,
4551,367,长,a,pos,13,0.0,0.0,
4552,367,质量,n,pos,14,0.0,0.0,
4553,367,烧,v,pos,15,0.0,0.0,
4554,367,整桶,m,pos,16,0.0,0.0,
4555,367,水,n,pos,17,0.0,0.0,
4556,367,分钟,q,pos,18,0.0,0.0,
4557,367,开关,v,pos,19,0.0,0.0,
4558,367,插,v,pos,20,0.0,0.0,
4559,367,电上,n,pos,21,0.0,0.0,
4560,367,好像,v,pos,22,0.0,0.0,
4561,367,插,v,pos,23,0.0,0.0,
4562,367,省,n,pos,24,0.0,0.0,
4563,367,电,n,pos,25,0.0,0.0,
4564,368,强大,a,pos,1,0.0,0.0,
4565,369,还好,v,pos,1,1.0,1.0,pos
4566,369,安装工,n,pos,2,0.0,0.0,pos
4567,369,实在,v,pos,3,0.0,0.0,pos
4568,369,力,n,pos,4,0.0,0.0,pos
4569,369,自来水管,l,pos,5,0.0,0.0,pos
4570,369,米,q,pos,6,0.0,0.0,pos
4571,369,材料,n,pos,7,0.0,0.0,pos
4572,369,电是,n,pos,8,0.0,0.0,pos
4573,369,一米,m,pos,9,0.0,0.0,pos
4574,369,距离,n,pos,10,0.0,0.0,pos
4575,369,接,v,pos,11,0.0,0.0,pos
4576,369,个线,n,pos,12,0.0,0.0,pos
4577,369,插座,n,pos,13,0.0,0.0,pos
4578,369,安装工,n,pos,14,0.0,0.0,pos
4579,369,无能为力,l,pos,15,0.0,0.0,pos
4580,369,弄,v,pos,16,0.0,0.0,pos
4581,369,挂,v,pos,17,0.0,0.0,pos
4582,369,两百块,m,pos,18,0.0,0.0,pos
4583,369,混饭吃,l,pos,19,0.0,0.0,pos
4584,369,安装工,n,pos,20,0.0,0.0,pos
4585,370,这款,r,pos,1,0.0,0.0,
4586,370,太,d,pos,2,0.0,0.0,
4587,370,恒温,nz,pos,3,0.0,0.0,
4588,370,烫到,v,pos,4,0.0,0.0,
4589,370,外观,n,pos,5,0.0,0.0,
4590,370,漂亮,a,pos,6,0.0,0.0,
4591,371,这款,r,pos,1,0.0,0.0,pos
4592,371,预想,v,pos,2,0.0,0.0,pos
4593,371,安装,v,pos,3,0.0,0.0,pos
4594,371,师傅,nr,pos,4,0.0,0.0,pos
4595,371,辛苦,a,pos,5,1.0,1.0,pos
4596,371,早上,t,pos,6,0.0,0.0,pos
4597,371,不到,v,pos,7,0.0,0.0,pos
4598,371,点,m,pos,8,0.0,0.0,pos
4599,371,五星,nz,pos,9,0.0,0.0,pos
4600,371,好评,v,pos,10,1.0,1.0,pos
4601,372,升,zg,pos,1,0.0,0.0,
4602,372,预约,v,pos,2,0.0,0.0,
4603,372,洗浴,v,pos,3,0.0,0.0,
4604,372,无线,n,pos,4,0.0,0.0,
4605,372,遥控,vn,pos,5,0.0,0.0,
4606,372,电,n,pos,6,0.0,0.0,
4607,372,第二天,m,pos,7,0.0,0.0,
4608,372,安装,v,pos,8,0.0,0.0,
4609,372,加装,v,pos,9,0.0,0.0,
4610,372,支架,n,pos,10,0.0,0.0,
4611,373,第二次,m,pos,1,0.0,0.0,neg
4612,373,安装费,n,pos,2,0.0,0.0,neg
4613,373,太,d,pos,3,0.0,0.0,neg
4614,373,高,a,pos,4,-1.0,-1.0,neg
4615,373,一共,j,pos,5,0.0,0.0,neg
4616,373,块,zg,pos,6,0.0,0.0,neg
4617,373,明明,t,pos,7,0.0,0.0,neg
4618,373,安装费,n,pos,8,0.0,0.0,neg
4619,373,超过,v,pos,9,0.0,0.0,neg
4620,374,质量,n,pos,1,0.0,0.0,pos
4621,374,没得说,l,pos,2,0.0,0.0,pos
4622,374,配送,v,pos,3,0.0,0.0,pos
4623,374,员,zg,pos,4,0.0,0.0,pos
4624,374,服务态度,n,pos,5,0.0,0.0,pos
4625,374,品牌,n,pos,6,0.0,0.0,pos
4626,374,信赖,n,pos,7,1.0,1.0,pos
4627,375,挺好用,a,pos,1,0.0,0.0,neg
4628,375,第一次,m,pos,2,0.0,0.0,neg
4629,375,烧水,n,pos,3,0.0,0.0,neg
4630,375,设置,vn,pos,4,0.0,0.0,neg
4631,375,度,zg,pos,5,0.0,0.0,neg
4632,375,烧水,n,pos,6,0.0,0.0,neg
4633,375,时间,n,pos,7,0.0,0.0,neg
4634,375,稍微,d,pos,8,0.0,0.0,neg
4635,375,长点,n,pos,9,0.0,0.0,neg
4636,375,关机,n,pos,10,0.0,0.0,neg
4637,375,保温,n,pos,11,0.0,0.0,neg
4638,375,久,a,pos,12,0.0,0.0,neg
4639,375,装机,n,pos,13,0.0,0.0,neg
4640,375,师傅,nr,pos,14,0.0,0.0,neg
4641,375,客服,n,pos,15,0.0,0.0,neg
4642,375,打电话,l,pos,16,0.0,0.0,neg
4643,375,安排,v,pos,17,0.0,0.0,neg
4644,375,装机,n,pos,18,0.0,0.0,neg
4645,375,总共,b,pos,19,0.0,0.0,neg
4646,375,花,v,pos,20,0.0,0.0,neg
4647,375,价格,n,pos,21,0.0,0.0,neg
4648,375,材料,n,pos,22,0.0,0.0,neg
4649,375,清单,a,pos,23,0.0,0.0,neg
4650,375,送,v,pos,24,0.0,0.0,neg
4651,375,混,n,pos,25,0.0,0.0,neg
4652,375,水阀,n,pos,26,0.0,0.0,neg
4653,375,淋浴,n,pos,27,0.0,0.0,neg
4654,375,头,n,pos,28,0.0,0.0,neg
4655,375,不好,d,pos,29,-1.0,-1.0,neg
4656,375,混,v,pos,30,0.0,0.0,neg
4657,375,水阀,n,pos,31,0.0,0.0,neg
4658,375,只能,v,pos,32,0.0,0.0,neg
4659,375,暂时,d,pos,33,0.0,0.0,neg
4660,375,先用,v,pos,34,0.0,0.0,neg
4661,375,不好,d,pos,35,-1.0,-1.0,neg
4662,375,价格,n,pos,36,0.0,0.0,neg
4663,375,太,d,pos,37,0.0,0.0,neg
4664,375,稳定,a,pos,38,0.0,0.0,neg
4665,375,忽高忽低,z,pos,39,0.0,0.0,neg
4666,375,价格,n,pos,40,0.0,0.0,neg
4667,375,保障,v,pos,41,0.0,0.0,neg
4668,375,郁闷,a,pos,42,0.0,0.0,neg
4669,376,品牌,n,pos,1,0.0,0.0,pos
4670,376,商品,n,pos,2,0.0,0.0,pos
4671,376,看着,v,pos,3,0.0,0.0,pos
4672,376,外观,n,pos,4,0.0,0.0,pos
4673,376,不错,a,pos,5,0.0,0.0,pos
4674,376,试,v,pos,6,0.0,0.0,pos
4675,376,烧水,n,pos,7,0.0,0.0,pos
4676,376,很快,d,pos,8,1.0,1.0,pos
4677,376,遥控,vn,pos,9,0.0,0.0,pos
4678,376,实用,v,pos,10,0.0,0.0,pos
4679,376,希望,v,pos,11,0.0,0.0,pos
4680,376,几年,m,pos,12,0.0,0.0,pos
4681,377,装好,v,pos,1,0.0,0.0,
4682,377,大气,n,pos,2,0.0,0.0,
4683,377,挺不错,i,pos,3,0.0,0.0,
4684,377,售后,n,pos,4,0.0,0.0,
4685,377,师傅,nr,pos,5,0.0,0.0,
4686,377,尽心,d,pos,6,0.0,0.0,
4687,377,客户,n,pos,7,0.0,0.0,
4688,377,角度,n,pos,8,0.0,0.0,
4689,377,建议,n,pos,9,0.0,0.0,
4690,378,送货,v,pos,1,0.0,0.0,pos
4691,378,安装,v,pos,2,0.0,0.0,pos
4692,378,态度,n,pos,3,0.0,0.0,pos
4693,378,速度,n,pos,4,0.0,0.0,pos
4694,378,热水,n,pos,5,0.0,0.0,pos
4695,378,好评,v,pos,6,1.0,1.0,pos
4696,379,不错,a,pos,1,0.0,0.0,pos
4697,379,装,v,pos,2,0.0,0.0,pos
4698,379,不错,a,pos,3,0.0,0.0,pos
4699,379,专业,n,pos,4,0.0,0.0,pos
4700,379,不服,v,pos,5,0.0,0.0,pos
4701,379,装,v,pos,6,0.0,0.0,pos
4702,379,很快,d,pos,7,1.0,1.0,pos
4703,379,名牌,n,pos,8,0.0,0.0,pos
4704,379,名牌,n,pos,9,0.0,0.0,pos
4705,380,功能,n,pos,1,0.0,0.0,pos
4706,380,还好,v,pos,2,1.0,1.0,pos
4707,380,热水,n,pos,3,0.0,0.0,pos
4708,380,很快,d,pos,4,1.0,1.0,pos
4709,380,品牌,n,pos,5,0.0,0.0,pos
4710,380,容量,n,pos,6,0.0,0.0,pos
4711,380,很大,a,pos,7,0.0,0.0,pos
4712,381,价格便宜,n,pos,1,0.0,0.0,
4713,381,实惠,vn,pos,2,0.0,0.0,
4714,382,安装,v,pos,1,0.0,0.0,
4715,382,物流,n,pos,2,0.0,0.0,
4716,382,安装,v,pos,3,0.0,0.0,
4717,382,服务态度,n,pos,4,0.0,0.0,
4718,382,洗澡,v,pos,5,0.0,0.0,
4719,382,全程,n,pos,6,0.0,0.0,
4720,382,热水,n,pos,7,0.0,0.0,
4721,382,操作,v,pos,8,0.0,0.0,
4722,382,简单,a,pos,9,0.0,0.0,
4723,383,东西,ns,pos,1,0.0,0.0,
4724,383,不错,a,pos,2,0.0,0.0,
4725,383,安装,v,pos,3,0.0,0.0,
4726,383,帅哥,nr,pos,4,0.0,0.0,
4727,383,不错,a,pos,5,0.0,0.0,
4728,383,装好,v,pos,6,0.0,0.0,
4729,383,收,v,pos,7,0.0,0.0,
4730,383,材料费,n,pos,8,0.0,0.0,
4731,383,后续,v,pos,9,0.0,0.0,
4732,383,追评,v,pos,10,0.0,0.0,
4733,384,很多年,m,pos,1,0.0,0.0,pos
4734,384,东西,ns,pos,2,0.0,0.0,pos
4735,384,电,n,pos,3,0.0,0.0,pos
4736,384,电器,n,pos,4,0.0,0.0,pos
4737,384,米面,n,pos,5,0.0,0.0,pos
4738,384,粮油,n,pos,6,0.0,0.0,pos
4739,384,生活,vn,pos,7,0.0,0.0,pos
4740,384,日用,n,pos,8,0.0,0.0,pos
4741,384,每次,r,pos,9,0.0,0.0,pos
4742,384,满意,v,pos,10,1.0,1.0,pos
4743,384,价格,n,pos,11,0.0,0.0,pos
4744,384,优,n,pos,12,0.0,0.0,pos
4745,384,送货,v,pos,13,0.0,0.0,pos
4746,384,俨然,v,pos,14,0.0,0.0,pos
4747,384,固定,a,pos,15,0.0,0.0,pos
4748,384,选择,v,pos,16,0.0,0.0,pos
4749,384,首选,v,pos,17,0.0,0.0,pos
4750,384,后悔,v,pos,18,0.0,0.0,pos
4751,385,不错,a,pos,1,0.0,0.0,
4752,385,购物,n,pos,2,0.0,0.0,
4753,385,体验,n,pos,3,0.0,0.0,
4754,385,希望,v,pos,4,0.0,0.0,
4755,385,做,v,pos,5,0.0,0.0,
4756,385,更好,d,pos,6,0.0,0.0,
4757,385,诚信,nz,pos,7,0.0,0.0,
4758,385,经营,vn,pos,8,0.0,0.0,
4759,385,比做,v,pos,9,0.0,0.0,
4760,385,广告,n,pos,10,0.0,0.0,
4761,385,强,a,pos,11,0.0,0.0,
4762,386,外观,n,pos,1,0.0,0.0,pos
4763,386,很漂亮,n,pos,2,0.0,0.0,pos
4764,386,品牌,n,pos,3,0.0,0.0,pos
4765,386,评价,n,pos,4,0.0,0.0,pos
4766,386,安装,v,pos,5,0.0,0.0,pos
4767,386,师傅,nr,pos,6,0.0,0.0,pos
4768,386,速度,n,pos,7,0.0,0.0,pos
4769,386,很快,d,pos,8,1.0,1.0,pos
4770,386,专业,n,pos,9,0.0,0.0,pos
4771,387,搬,v,pos,1,0.0,0.0,pos
4772,387,新,a,pos,2,0.0,0.0,pos
4773,387,家,q,pos,3,0.0,0.0,pos
4774,387,家里,s,pos,4,0.0,0.0,pos
4775,387,电,n,pos,5,0.0,0.0,pos
4776,387,家,m,pos,6,0.0,0.0,pos
4777,387,电器,n,pos,7,0.0,0.0,pos
4778,387,选到,v,pos,8,0.0,0.0,pos
4779,387,满意,v,pos,9,1.0,1.0,pos
4780,387,价格,n,pos,10,0.0,0.0,pos
4781,387,实惠,vn,pos,11,0.0,0.0,pos
4782,387,质量,n,pos,12,0.0,0.0,pos
4783,387,保障,v,pos,13,0.0,0.0,pos
4784,387,家里,s,pos,14,0.0,0.0,pos
4785,387,特别,d,pos,15,0.0,0.0,pos
4786,387,满意,v,pos,16,1.0,1.0,pos
4787,387,铁杆,n,pos,17,0.0,0.0,pos
4788,387,粉丝,n,pos,18,0.0,0.0,pos
4789,387,东西,ns,pos,19,0.0,0.0,pos
4790,387,对了,p,pos,20,0.0,0.0,pos
4791,388,电,n,pos,1,0.0,0.0,pos
4792,388,配送,v,pos,2,0.0,0.0,pos
4793,388,速度,n,pos,3,0.0,0.0,pos
4794,388,效率高,n,pos,4,0.0,0.0,pos
4795,388,品牌,n,pos,5,0.0,0.0,pos
4796,388,商品,n,pos,6,0.0,0.0,pos
4797,388,值得,v,pos,7,1.0,1.0,pos
4798,388,信赖,n,pos,8,1.0,1.0,pos
4799,388,支持,v,pos,9,1.0,1.0,pos
4800,388,正品,n,pos,10,0.0,0.0,pos
4801,389,安装费,n,pos,1,0.0,0.0,
4802,389,花,v,pos,2,0.0,0.0,
4803,389,一百多,m,pos,3,0.0,0.0,
4804,389,加固,v,pos,4,0.0,0.0,
4805,389,费用,n,pos,5,0.0,0.0,
4806,389,超过,v,pos,6,0.0,0.0,
4807,390,安装,v,pos,1,0.0,0.0,
4808,390,师傅,nr,pos,2,0.0,0.0,
4809,390,服务到位,n,pos,3,0.0,0.0,
4810,390,东西,ns,pos,4,0.0,0.0,
4811,390,装,v,pos,5,0.0,0.0,
4812,390,师傅,nr,pos,6,0.0,0.0,
4813,390,交代,n,pos,7,0.0,0.0,
4814,390,明,a,pos,8,0.0,0.0,
